id,content,post_code,class_code,class_name,time,good_count,comment_count,Root_code
3356990,哦 牛,202503140114481349P2,20220429RUC01,投稿, 8小时前,1,0,202503140058459069P1
3356989,🥹,202503140114465044P2,20220429RUC01,投稿, 8小时前,1,0,202503140058459069P1
3356988,你要被盒了,202503140114411751P2,20220429RUC01,投稿, 8小时前,1,0,202503140058459069P1
3356987,早脱了，您已经落后啦🤣🤣,202503140114136637P2,20220429RUC01,投稿, 8小时前,1,0,202503140058459069P1
3356984,好像好几个女朋友,202503140113577177P2,20220429RUC01,投稿, 8小时前,1,0,202503140058459069P1
3356983,如有,202503140113296595P2,20220429RUC01,投稿, 8小时前,1,0,202503140058459069P1
3356982,啊 我刚听说他不是单身吗 脱单啦？,202503140113175553P2,20220429RUC01,投稿, 8小时前,1,0,202503140058459069P1
3356981,我老婆,202503140112564902P2,20220429RUC01,投稿, 8小时前,1,0,202503140058459069P1
3356980,疯狂汪汪狗吗,202503140112393709P2,20220429RUC01,投稿, 8小时前,1,0,202503140058459069P1
3356979,实名上网,202503140112310209P2,20220429RUC01,投稿, 8小时前,1,0,202503140058459069P1
3356978,我老公,202503140112236241P2,20220429RUC01,投稿, 8小时前,1,0,202503140058459069P1
3356977,帅哥,202503140112114612P2,20220429RUC01,投稿, 8小时前,1,0,202503140058459069P1
3356974,这位是？,202503140111477741P2,20220429RUC01,投稿, 8小时前,1,0,202503140058459069P1
3356973,老冯,202503140111430394P2,20220429RUC01,投稿, 8小时前,1,0,202503140058459069P1
3356972,🤣🤣🤣🤣😂😂😂😂👉👈,202503140111433137P2,20220429RUC01,投稿, 8小时前,1,0,202503140058459069P1
3356969,hrgg,202503140110577259P2,20220429RUC01,投稿, 8小时前,1,0,202503140058459069P1
3356968,啊呀,202503140110458263P2,20220429RUC01,投稿, 8小时前,1,0,202503140058459069P1
3356967,burning,202503140110428932P2,20220429RUC01,投稿, 8小时前,1,0,202503140058459069P1
3356966,巨,202503140110332652P2,20220429RUC01,投稿, 8小时前,1,0,202503140058459069P1
3356965,😆🤣🤣🤣,202503140110265187P2,20220429RUC01,投稿, 8小时前,1,0,202503140058459069P1
3356964,陈阳,202503140110224065P2,20220429RUC01,投稿, 8小时前,1,0,202503140058459069P1
